location,tmin,tmean,tmax,hours,h_gt27,h_gt30,pct_gt27,pct_gt30,days_tmax_gt30,night_min
sm2_01,27.1,28.0,28.6,96,96,,100.0,,0,27.4
sm2_02,26.9,27.9,28.6,96,93,,97.0,,0,27.4
sm2_03,27.3,28.1,28.7,96,96,,100.0,,0,27.7
sm2_04,27.2,28.1,28.7,96,96,,100.0,,0,27.5
sm2_05,26.6,27.4,28.0,96,76,,79.0,,0,27.0
sm2_06,26.9,27.8,28.4,96,92,,96.0,,0,27.3
sm2_07,26.8,27.5,28.2,96,83,,86.0,,0,27.1
sm2_08,26.3,27.3,28.0,96,69,,72.0,,0,26.8
sm2_09,26.3,27.0,27.6,96,45,,47.0,,0,26.6
