time,temp_ambient_sm2_01,temp_indoor_sm2_01,temp_indoor_sm2_02,temp_indoor_sm2_03,temp_indoor_sm2_04,temp_indoor_sm2_05,temp_indoor_sm2_06,temp_indoor_sm2_07,temp_indoor_sm2_08,temp_indoor_sm2_09,temp_intake_sm2_01,temp_intake_sm2_02,temp_intake_sm2_03,temp_intake_sm2_04,temp_intake_sm2_05,temp_intake_sm2_06,temp_intake_sm2_07,temp_intake_sm2_08,temp_intake_sm2_09
2025-08-11 16:00:00+02:00,23.6,27.3,27.0,27.3,27.1,26.9,27.1,26.3,26.0,26.0,25.6,27.0,23.3,23.3,22.8,22.9,24.1,24.9,26.0
2025-08-11 17:00:00+02:00,24.5,27.4,27.1,27.3,27.1,26.8,27.1,26.4,26.0,26.0,26.2,27.0,23.4,23.4,23.1,23.1,23.8,23.9,23.7
2025-08-11 18:00:00+02:00,25.6,27.5,27.3,27.4,27.1,26.9,27.2,26.5,26.0,26.1,28.2,29.2,24.8,24.8,24.3,24.3,25.9,24.8,24.5
2025-08-11 19:00:00+02:00,26.4,27.6,27.3,27.4,27.1,26.9,27.2,26.8,26.3,26.2,28.9,28.7,24.9,24.9,24.9,24.8,25.3,25.1,24.8
2025-08-11 20:00:00+02:00,26.9,27.7,27.5,27.5,27.1,27.0,27.1,26.9,26.5,26.4,28.2,28.6,25.5,25.6,24.9,25.0,26.1,25.6,25.2
2025-08-11 21:00:00+02:00,27.1,27.6,27.4,27.6,27.1,27.0,27.2,26.8,26.6,26.3,26.3,26.4,25.6,25.6,24.9,25.0,25.6,25.5,25.0
2025-08-11 22:00:00+02:00,26.2,27.5,27.3,27.6,27.1,27.1,27.2,26.8,26.6,26.4,25.5,25.1,25.1,25.1,24.6,24.6,25.6,25.2,24.8
2025-08-11 23:00:00+02:00,24.2,27.4,27.3,27.5,27.1,26.8,27.1,26.7,26.4,26.3,24.3,24.0,24.1,24.1,23.8,23.9,24.8,24.5,24.1
2025-08-12 00:00:00+02:00,22.3,27.3,27.1,27.5,27.0,26.8,27.0,26.6,26.3,26.1,22.3,21.9,22.8,22.8,21.9,21.8,24.0,22.7,21.8
2025-08-12 01:00:00+02:00,20.7,27.2,27.1,27.3,26.9,26.7,26.8,26.5,26.0,26.0,20.3,20.1,21.3,21.3,20.7,20.2,22.0,20.1,19.4
2025-08-12 02:00:00+02:00,19.0,27.0,27.0,27.1,26.7,26.5,26.6,26.4,25.9,25.8,19.1,19.0,19.0,19.0,18.7,18.0,20.8,18.6,18.4
2025-08-12 03:00:00+02:00,17.9,26.9,26.9,27.0,26.5,26.3,26.5,26.3,25.7,25.7,18.1,17.7,18.3,18.3,18.0,17.5,19.6,17.6,17.5
2025-08-12 04:00:00+02:00,16.9,26.8,26.8,27.0,26.3,26.1,26.3,26.1,25.6,25.6,16.9,16.6,17.0,17.1,16.9,16.3,18.7,16.6,16.9
2025-08-12 05:00:00+02:00,15.9,26.7,26.6,26.8,26.2,26.1,26.1,26.0,25.5,25.5,15.9,15.6,16.2,16.2,16.1,15.3,17.5,15.5,15.8
2025-08-12 06:00:00+02:00,15.3,26.6,26.6,26.7,26.1,26.0,26.1,25.8,25.3,25.4,15.2,15.2,15.5,15.6,15.5,15.3,16.5,15.0,15.0
2025-08-12 07:00:00+02:00,14.6,26.6,26.5,26.5,26.0,25.9,26.0,25.8,25.3,25.3,14.6,14.5,14.8,14.9,14.7,14.4,16.0,14.1,14.3
2025-08-12 08:00:00+02:00,13.9,26.5,26.4,26.5,26.0,25.8,25.9,25.6,25.2,25.2,14.1,13.9,14.3,14.3,14.3,13.9,15.1,13.6,13.8
2025-08-12 09:00:00+02:00,13.5,26.4,26.3,26.5,26.1,25.8,25.9,25.6,25.1,25.1,13.4,13.5,14.0,14.0,13.8,13.4,14.7,13.3,13.5
2025-08-12 10:00:00+02:00,13.9,26.4,26.3,26.4,26.1,25.9,25.9,25.6,25.1,25.1,14.0,14.0,14.1,14.1,14.0,13.6,15.1,13.6,13.8
2025-08-12 11:00:00+02:00,16.0,26.6,26.5,26.5,26.1,25.9,25.9,25.6,25.2,25.2,15.0,15.8,15.5,15.5,15.3,15.3,16.3,15.4,15.2
2025-08-12 12:00:00+02:00,18.1,27.0,26.6,26.6,26.2,25.9,26.1,25.8,25.5,25.4,17.7,18.4,17.8,17.9,17.6,17.7,19.2,21.0,20.1
2025-08-12 13:00:00+02:00,20.4,27.1,26.7,26.8,26.5,26.1,26.3,25.9,25.9,25.8,20.1,20.8,20.3,20.3,20.0,20.4,21.5,24.2,22.9
2025-08-12 14:00:00+02:00,22.8,27.3,27.0,27.1,27.0,26.6,26.7,26.1,26.1,26.1,22.3,22.6,22.1,22.2,22.3,22.0,23.0,26.4,26.1
2025-08-12 15:00:00+02:00,24.4,27.4,27.1,27.3,27.2,26.8,27.0,26.3,26.2,26.2,24.6,25.5,23.8,23.8,23.8,23.9,24.5,27.3,28.5
2025-08-12 16:00:00+02:00,25.9,27.5,27.2,27.5,27.3,27.0,27.3,26.6,26.3,26.3,27.7,29.0,25.4,25.3,24.9,25.1,25.7,27.4,28.0
2025-08-12 17:00:00+02:00,27.1,27.6,27.4,27.6,27.5,27.1,27.4,26.8,26.3,26.3,29.5,30.4,26.1,26.1,26.0,26.3,26.8,27.0,27.0
2025-08-12 18:00:00+02:00,28.3,27.6,27.5,27.7,27.5,27.2,27.5,26.9,26.4,26.4,30.7,31.5,26.8,26.8,27.0,27.1,27.4,27.8,27.3
2025-08-12 19:00:00+02:00,29.1,27.8,27.6,27.6,27.6,27.3,27.5,27.0,26.6,26.6,31.3,31.7,27.6,27.6,27.4,27.4,28.5,28.3,28.0
2025-08-12 20:00:00+02:00,29.6,28.0,27.7,27.7,27.5,27.4,27.5,27.2,26.8,26.7,31.8,31.2,28.0,28.0,27.5,27.7,28.3,28.7,28.3
2025-08-12 21:00:00+02:00,29.7,27.9,27.8,27.7,27.4,27.3,27.5,27.1,26.9,26.8,29.3,28.9,28.3,28.4,27.5,27.8,28.3,28.5,28.0
2025-08-12 22:00:00+02:00,29.0,27.8,27.6,27.8,27.5,27.4,27.6,27.1,26.7,26.7,28.3,28.0,27.6,27.6,27.3,27.2,28.1,28.3,27.8
2025-08-12 23:00:00+02:00,26.9,27.8,27.6,27.7,27.4,27.3,27.6,27.0,26.8,26.7,27.0,26.3,26.5,26.5,26.0,26.5,27.4,27.4,26.9
