location,tmin,tmean,tmax,hours,h_gt27,pct_gt27
5NP-S3,26.501666666666665,27.5,29.925,72,43.0,60.0
5NP-S5,21.629999999999995,23.5,25.036666666666694,72,,
5NP-S7,26.200000000000028,26.7,27.98666666666668,72,13.0,18.0
