location,tmin,tmean,tmax,hours,h_gt27,h_gt30,pct_gt27,pct_gt30,days_tmax_gt30,night_min
sm2_01,28.3,29.4,29.8,120,120,,100.0,,0,28.8
sm2_02,27.8,29.0,29.4,120,120,,100.0,,0,28.3
sm2_03,28.1,29.1,29.5,120,120,,100.0,,0,28.8
sm2_04,28.1,29.1,29.5,120,120,,100.0,,0,28.6
sm2_05,27.4,28.2,28.8,120,120,,100.0,,0,27.8
sm2_06,27.4,28.3,29.0,120,120,,100.0,,0,27.9
sm2_07,27.0,28.1,28.4,120,119,,99.0,,0,27.6
sm2_08,27.6,28.4,28.8,120,120,,100.0,,0,27.7
sm2_09,27.2,28.1,28.4,120,120,,100.0,,0,27.6
