location,tmin,tmean,tmax,hours,h_gt27,h_gt30,pct_gt27,pct_gt30,days_tmax_gt30,night_min
sm2_01,27.5,28.0,28.6,72,72,,100.0,,0,27.5
sm2_02,27.4,28.0,28.7,72,72,,100.0,,0,27.5
sm2_03,27.8,28.3,28.8,72,72,,100.0,,0,27.8
sm2_04,27.8,28.3,29.0,72,72,,100.0,,0,27.8
sm2_05,27.2,27.7,28.4,72,72,,100.0,,0,27.3
sm2_06,26.9,27.7,28.7,72,66,,92.0,,0,27.1
sm2_07,27.0,27.5,28.1,72,68,,94.0,,0,27.1
sm2_08,26.8,27.5,28.1,72,58,,81.0,,0,27.0
sm2_09,26.8,27.2,27.7,72,46,,64.0,,0,27.0
